ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
394124,         Vase Lucia INSPIRIO® creme 30cm,    9.99,       0,   13.99,     4,        56,          ,     ,          ,     ,          ,     ,                      INSPIRIO,                         VASEN,             56,1,          creme,        D25xH30,              394122,68,
394125,         Vase Lucia INSPIRIO® creme 40cm,   15.99,       0,   22.99,     2,        52,          ,     ,          ,     ,          ,     ,                      INSPIRIO,                         VASEN,             52,1,          creme,        D35xH40,              394122,64,
395145,           Kübel Cappa vintage grey 24cm,    6.99,       0,    9.79,     2,         2,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              2,1,   vintage grey,             22,              395141,2,
395206,          Vase Gravity black marble 37cm,   13.99,       0,   18.29,     1,        13,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             13, ,undefiniert,             37,                    ,13,
395207,          Vase Gravity black marble 50cm,   19.99,       0,   25.99,     1,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             11, ,undefiniert,             50,                    ,11,
395218,            Vase Cappa vintage grey 25cm,    7.29,       0,    9.79,     4,        42,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             42, ,undefiniert,             25,                    ,42,
395220,            Vase Cappa vintage grey 40cm,   15.79,       0,   19.59,     1,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              8, ,undefiniert,             40,                    ,8,
395221,            Vase Cappa vintage grey 50cm,   20.99,       0,   27.99,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              4, ,undefiniert,             50,                    ,4,
395307,          Schale Cappa vintage grey 23cm,    6.59,       0,    8.39,     6,        18,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             18, ,undefiniert,             11,                    ,18,
395308,          Schale Cappa vintage grey 28cm,    8.99,       0,   11.19,     4,        16,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,             16, ,undefiniert,             13,                    ,16,
396368,      Steckschale Paco brown stoner 20cm,    0.99,       0,    1.39,     6,       118,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            118,1,          brown,undefiniert,              396368,118,
396369,     Steckschale Padro brown stoner 27cm,    0.99,       0,    1.39,     6,       118,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            118,1,          brown,undefiniert,              396368,118,
396370,       Steckschale Paco grey stoner 20cm,    0.99,       0,    1.39,     6,       118,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            118,1,           grey,undefiniert,              396368,118,
396371,      Steckschale Padro grey stoner 27cm,    0.99,       0,    1.39,     6,       118,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            118,1,           grey,undefiniert,              396368,118,
396618,         Kübel Matteo stracciatella 11cm,    1.99,       0,    4.19,     9,        81,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             81,1,  stracciatella,        D11xH10,              396618,81,
396619,         Kübel Matteo stracciatella 14cm,    2.99,       0,    6.49,     8,        24,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             24,1,  stracciatella,        D14xH13,              396618,32,
396621,                 Kübel Matteo mango 11cm,    1.99,       0,    4.19,     9,       108,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            108,1,          mango,        D11xH10,              396618,126,
396622,                 Kübel Matteo mango 14cm,    2.99,       0,    6.49,     8,        64,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             64,1,          mango,        D14xH13,              396618,88,
396623,                 Kübel Matteo mango 17cm,    4.99,       0,   11.19,     4,         4,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              4,1,          mango,        D17xH15,              396618,12,
